"fullname","office","position","id","is_corrected","created_date","document_type","source","url"
"Кривошея Геннадій Григорович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_85762bb9-0bb7-4762-880a-72d849184b42","TRUE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85762bb9-0bb7-4762-880a-72d849184b42"
"Кришин Олег Юрійович","Верховна Рада України","Народний депутат України, Секретар Комітету Верховної Ради України з питань податкової та митної політики","nacp_f1860659-211f-4253-b5e9-68f69c2df8d9","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1860659-211f-4253-b5e9-68f69c2df8d9"
"Крулько Іван Іванович","Верховна Рада України","Народний депутат України","nacp_bc7caf36-2cf5-4674-9f35-ced3406dedec","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bc7caf36-2cf5-4674-9f35-ced3406dedec"
"Ксенжук Олександр Степанович","Верховна Рада України","народний депутат України","nacp_47e9b50e-eddb-4370-a530-f77c4f8f2e67","FALSE","2018-03-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47e9b50e-eddb-4370-a530-f77c4f8f2e67"
"Кудлаєнко Сергій Володимирович","Верховна Рада України","Народний Депутат","nacp_514133fb-40d6-41e0-91df-0e485e2e9ab8","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_514133fb-40d6-41e0-91df-0e485e2e9ab8"
"Кужель Олександра Володимирівна","Верховна Рада України","Народний депутат України, заступник Голови Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_95a8066c-9880-4a75-b58e-bc727e60b2a1","FALSE","2018-03-16T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95a8066c-9880-4a75-b58e-bc727e60b2a1"
"Кузьменко Анатолій Іванович","Верховна Рада України","народний депутат України","nacp_42e12bc8-2758-4be7-aa2f-cdfa6f51fa9f","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_42e12bc8-2758-4be7-aa2f-cdfa6f51fa9f"
"Кулініч Олег Іванович","Верховна Рада України","народний депутат України","nacp_5f3494c6-ec5e-42d7-832b-301aba4bdd9a","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5f3494c6-ec5e-42d7-832b-301aba4bdd9a"
"Куліченко Іван Іванович","Верховна Рада України","Народний депутат України","nacp_676ddc98-8a54-40c5-8c69-53b0129ce032","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_676ddc98-8a54-40c5-8c69-53b0129ce032"
"Куніцин Сергій Володимирович","Управління справами Апарату Верховної Ради України","Заступник Голови комітету","nacp_d823cb96-6b89-42da-9e23-01c799c1b657","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d823cb96-6b89-42da-9e23-01c799c1b657"
"Купрієнко Олег Васильович","Верховна Рада України, комітет з питань Регламенту та організації роботи Верховної ради України","народний депутат України, заступник голови комітету з питань Регламенту та організації роботи Верховної Ради України ","nacp_1c5463d9-84ae-47c0-a088-3be6b4c5c33b","FALSE","2018-02-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1c5463d9-84ae-47c0-a088-3be6b4c5c33b"
"Купрій Віталій Миколайович","Верховна Рада України Восьмого скликання","народний депутат України, заступник Голови комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності","nacp_36dbf1d9-f3f5-48af-b600-318344c61d48","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36dbf1d9-f3f5-48af-b600-318344c61d48"
"Курило Віталій Семенович","Верховна Рада України","народний депутат України, Заступник Голови комітету Верховної Ради України з питань державного будівництва, регіональної політики та місцевого самоврядування","nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964","FALSE","2018-03-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964"
"Курячий Максим Павлович","Верховна Рада України","Народний депутат України, голова підкомітету з питань правового забезпечення діяльності податкових органів та запобігання правопорушень на митниці Комітету Верховної Ради України з питань податкової та митної політики","nacp_018bb3f8-d20f-411a-b0c0-2f1c32b32053","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_018bb3f8-d20f-411a-b0c0-2f1c32b32053"
"Кучер Микола Іванович","Верховна Рада України","народний депутат України","nacp_210f622c-8795-4666-bdc2-848043d90e84","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210f622c-8795-4666-bdc2-848043d90e84"
"Лабазюк Сергій Петрович","Верховна Рада України","народний депутат України","nacp_8c92c5a3-5bba-4fe5-bc49-6d681017f38a","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8c92c5a3-5bba-4fe5-bc49-6d681017f38a"
"Лаврик Микола Іванович","Верховна рада України","Народний депутат","nacp_da21ef9a-e89f-4eb2-adea-45203df41485","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da21ef9a-e89f-4eb2-adea-45203df41485"
"Лаврик Олег Васильович","Верховна Рада України","Народний депутат України","nacp_257570df-5119-4312-81f6-9af483f7c7a4","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_257570df-5119-4312-81f6-9af483f7c7a4"
"Ланьо Михайло Іванович","Верховна Рада України","Народний депутат","nacp_37b19555-3493-4e11-9c99-d6e80ef6f318","FALSE","2018-03-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_37b19555-3493-4e11-9c99-d6e80ef6f318"
"Лапін Ігор Олександрович","Верховна Рада України","народний депутат України","nacp_d4cffe4d-b63a-4c56-b419-f7b97f39b33f","FALSE","2018-03-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d4cffe4d-b63a-4c56-b419-f7b97f39b33f"
"Ларін Сергій Миколайович","Верховна Рада України","Народний депутат України","nacp_1dcd8a87-1125-40e8-a695-a4dde6a5477b","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1dcd8a87-1125-40e8-a695-a4dde6a5477b"
"Левус Андрій Мар'янович","Верховна Рада України","Народний депутат України","nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e50b3548-efc9-4851-86fb-3c9363d5d90b"
"Левченко Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_b0e303ab-d5ad-465b-aae8-2e2a4d50080a","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b0e303ab-d5ad-465b-aae8-2e2a4d50080a"
"Ледовських Олена Володимирівна","Верховна Рада України","народний депутат України","nacp_0fb09195-1409-45cb-ad00-387b8e58e44f","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fb09195-1409-45cb-ad00-387b8e58e44f"
"Ленський Олексій Олексійович","Верховна Рада України","Комітет з питань екологічної політики, природокористування та ліквідації наслідків Чорнобильської катастрофи, Заступник голови Комітету","nacp_a5dcca8c-91ce-4337-81d3-700fb7778cb6","FALSE","2018-03-25T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a5dcca8c-91ce-4337-81d3-700fb7778cb6"
"Лесюк Ярослав Васильович","Верховна Рада України","Народний депутат України","nacp_20a5a72b-3342-4cc7-886b-27a61dea9db7","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_20a5a72b-3342-4cc7-886b-27a61dea9db7"
"Лещенко Сергій Анатолійович","Верховна Рада України","Народний депутат України","nacp_00799ee6-4e53-4993-87f0-d48ccd158805","TRUE","2018-04-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_00799ee6-4e53-4993-87f0-d48ccd158805"
"Литвин Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6"
"Лівік Олександр Петрович","Верховна рада України","Народний депутат України ","nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045","FALSE","2018-03-16T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045"
"Лінько Дмитро Володимирович","Верховна Рада України","Народний депутат України","nacp_ad0b797e-ef67-4257-9682-dd4c22304ff3","FALSE","2018-03-21T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ad0b797e-ef67-4257-9682-dd4c22304ff3"
"Логвинський Георгій Володимирович","Верховна Рада України","Народний депутат України","nacp_cae94535-957b-4bc8-9618-c5e468d0a126","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cae94535-957b-4bc8-9618-c5e468d0a126"
"Лозовой Андрій Сергійович","Управління справами Верховної Ради України","Народний депутат України, Секретар комітету","nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8"
"Лопушанський Андрій Ярославович","Верховна Рада України","Народний депутат України","nacp_74022f64-22df-43b7-8321-4b132e1d11f3","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_74022f64-22df-43b7-8321-4b132e1d11f3"
"Лубінець Дмитро Валерійович","Верховна Рада України","Народний депутат України","nacp_0fe96d6a-58b5-478b-86d1-e340cb90c28c","TRUE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0fe96d6a-58b5-478b-86d1-e340cb90c28c"
"Лук'янчук Руслан Валерійович","Верховна Рада України","Народний депутат України","nacp_f1433cae-3a23-4fc8-af39-14ab9b368eb5","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1433cae-3a23-4fc8-af39-14ab9b368eb5"
"Лунченко Валерій Валерійович","Верховна Рада України","Народний депутат України","nacp_c20b8b11-40eb-451c-aa40-88803d2578b6","FALSE","2018-03-17T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c20b8b11-40eb-451c-aa40-88803d2578b6"
"Луценко Ігор Вікторович","Верховна Рада України","народний депутат України","nacp_e55dd7b9-6f36-40c6-b0c5-4cd6e0997dd4","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e55dd7b9-6f36-40c6-b0c5-4cd6e0997dd4"
"Луценко Ірина Степанівна","Верховна Рада України","Депутат Верховної Ради України","nacp_f33d2d5d-4f5b-4630-8f46-bead4d24f345","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f33d2d5d-4f5b-4630-8f46-bead4d24f345"
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c"
"Льовочкіна Юлія Володимирівна","Верховна Рада України","Народний депутат України, член комітету Верховної Ради України у закордонних справах","nacp_df91d497-4298-4746-ae7c-0eefedba3fa5","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_df91d497-4298-4746-ae7c-0eefedba3fa5"
"Люшняк Микола Володимирович","Верховна Рада України","Народний депутат України","nacp_6e572211-b40c-4cfb-8ee8-f9a993ebc36b","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6e572211-b40c-4cfb-8ee8-f9a993ebc36b"
"Ляшко Олег Валерійович","Верховна Рада України ","Член Комітету Верховної Ради України з питань податкової та митної політики, Голова депутатської фракції ""Радикальна партія Олега Ляшка""","nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135","TRUE","2018-04-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f939c3e6-22b7-4349-8ab0-fb3a6dcdf135"
"Макар'ян Давид Борисович","Верховна Рада України","Народний депутат України","nacp_b86b6bf4-3973-456f-b7a0-c292449b01e1","TRUE","2018-04-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b86b6bf4-3973-456f-b7a0-c292449b01e1"
"Македон Юрій Миколайович","Верховна Рада України","Народний депутат України","nacp_0bc7a4e7-1e70-4ca0-9042-c6ccba39a4e1","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0bc7a4e7-1e70-4ca0-9042-c6ccba39a4e1"
"Мамчур Юлій Валерійович","Верховна Рада України","Народний депутат України","nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2","FALSE","2018-02-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_34ea6277-9752-4208-b4bf-0ccd37e36bf2"
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a"
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045"
"Мартовицький Артур Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_31784358-2fe5-48d2-8ec1-b8d37130c19e","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_31784358-2fe5-48d2-8ec1-b8d37130c19e"
"Марченко Олександр Олександрович","Верховна Рада України","народний депутат України","nacp_22897724-89cd-40bf-a62a-67eef5fd5442","TRUE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_22897724-89cd-40bf-a62a-67eef5fd5442"
"Масоріна Олена Сергіївна","Верховна Рада України","Народний депутат України","nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0f33860a-2e56-4442-8b9d-bf6c42870afe"
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2"
"Матвієнков Сергій Анатолійович","Верховна Рада України","народний депутат України","nacp_ad9e9d73-e148-4a3a-900b-6b97e89edd68","TRUE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ad9e9d73-e148-4a3a-900b-6b97e89edd68"
"Матвійчук Едуард Леонідович","Верховна Рада України","Народний депутат України","nacp_cfc5c731-3506-43d7-adce-e8fa617929ea","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cfc5c731-3506-43d7-adce-e8fa617929ea"
"Матейченко Костянтин Володимирович","Верховна Рада України","Народний депутат України","nacp_e3ab5509-59da-4ee7-94e8-59e892e9b95e","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e3ab5509-59da-4ee7-94e8-59e892e9b95e"
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","TRUE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b"
"Матківський Богдан Миронович","Верховна Рада України","Народний депутат України","nacp_c535ec46-f918-45e0-88e6-87363eb4c0da","FALSE","2018-03-24T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c535ec46-f918-45e0-88e6-87363eb4c0da"
"Матузко Олена Олександрівна","Верховна Рада України","Народний депутат України, секретар комітету інформатизації та зв'язку","nacp_4f4156e3-df91-405a-a003-49201fbd6565","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4f4156e3-df91-405a-a003-49201fbd6565"
"Мацола Роман Миколайович","Верховна Рада України","Народний депутат","nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","FALSE","2018-02-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e"
"Медуниця Олег Вячеславович","Верховна Рада України","народний депутат України","nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c578828-1e9f-49df-aa91-0c2f50d8692c"
"Мельник Сергій Іванович","Верховна Рада України","Народний депутат України, Заступник голови Комітету Верховної Ради України з питань бюджету","nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_64cb33e6-56a0-4ac5-ad26-ec80a1c32ebe"
"Мельниченко Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_89b5f53a-9483-4485-8946-e7556b6ec120","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_89b5f53a-9483-4485-8946-e7556b6ec120"
"Мельничук Іван Іванович","Верховна Рада України","Народний депутат України","nacp_6172848f-c958-4c3c-9ad0-041b0d9f0c82","TRUE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6172848f-c958-4c3c-9ad0-041b0d9f0c82"
"Мельничук Сергій Петрович","Верховна Рада України","Народний депутат України","nacp_9e616ddd-c04d-4540-94e4-28579c3006bf","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9e616ddd-c04d-4540-94e4-28579c3006bf"
"Мепарішвілі Хвича Нодарович","Управління справами Верховної Ради України","народний депутат України","nacp_93d3c499-1d44-4d89-9753-82d915c632d0","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_93d3c499-1d44-4d89-9753-82d915c632d0"
"Микитась Максим Вікторович","Верховна Рада України","Народний депутат України","nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f816e822-3ce7-4a52-9a0a-21b7bbbca1ec"
"Мирний Іван Миколайович","Верховна Рада України","Народний депутат України","nacp_881f73c3-6ffe-4c9a-9331-52c97b4c6289","FALSE","2018-03-14T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_881f73c3-6ffe-4c9a-9331-52c97b4c6289"
"Мисик Володимир Юрійович","Верховна Рада України","народний депутат України, голова підкомітету з питань діяльності органів прокуратури Комітету з питань законодавчого забезпечення правоохоронної діяльності","nacp_7b824248-e447-47a4-a6a9-0fb4e721f6b3","FALSE","2018-03-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7b824248-e447-47a4-a6a9-0fb4e721f6b3"
"Мірошниченко Юрій Романович","Верховна Рада України","Голова підкомітету з питань реформування пенітенціарної системи, діяльності органів виконання покарань та пробації Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, народний депутат України","nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb","FALSE","2018-03-28T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1f8984dd-bbe6-43de-9a37-28d9b50048eb"
"Мірошніченко Іван Володимирович","Верховна Рада України","Народний депутат України","nacp_355b2b96-4ef1-47a0-a5bb-c5040b63d65e","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_355b2b96-4ef1-47a0-a5bb-c5040b63d65e"
"Міщенко Сергій Григорович","Верховна Рада України","Народний депутат України","nacp_de73802b-df31-471e-a1ea-51be28eef465","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_de73802b-df31-471e-a1ea-51be28eef465"
"Молоток Ігор Федорович","Верховна Рада України","Народний Депутат України","nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d0b7592b-dba1-4f1c-be5d-37f9a51be608"
"Мороко Юрій Миколайович","Верховна Рада України","народний депутат України","nacp_f03de090-40fa-43c1-8f4a-ebe6f52bb09a","FALSE","2018-03-25T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f03de090-40fa-43c1-8f4a-ebe6f52bb09a"
"Мосійчук Ігор Володимирович","Верховна Рада України","народний депутат України","nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3"
"Москаленко Ярослав Миколайович","Верховна Рада України","народний депутат України","nacp_7507333c-53ba-441f-8fc0-b783a095fc2e","TRUE","2018-04-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_7507333c-53ba-441f-8fc0-b783a095fc2e"
"Мураєв Євгеній Володимирович","Верховна Рада України","Народний депутат України","nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af","FALSE","2018-03-29T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dfb1ffc8-bd6a-4c31-8ec4-f036325304af"
"Мусій Олег Степанович","Верховна Рада України","Народний депутат України, заступник голови Комітету ВРУ з питань охорони здоров'я","nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8","TRUE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ad2e5f7-1893-468d-9372-512d694a3ab8"
"Мушак Олексій Петрович","Верховна Рада України","Народний депутат України","nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a","TRUE","2018-04-06T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed227efc-42ab-4f2c-aea1-d8cc559b2b0a"
"Найєм Мустафа-Масі","Верховна Рада України","Народний депутат України","nacp_3968a822-f32d-4336-9a0d-2e6985aa7665","FALSE","2018-03-26T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3968a822-f32d-4336-9a0d-2e6985aa7665"
"Негой Федір Федорович","Верховна Рада України","Народний депутат України","nacp_f4a615e3-6d73-453d-bba4-445ca1278b0e","FALSE","2018-03-15T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f4a615e3-6d73-453d-bba4-445ca1278b0e"
"Недава Олег Анатолійович","Верховна Рада України","народний депутат","nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3","FALSE","2018-03-20T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd75eae9-1521-419c-8dc4-325e3d7c09b3"
"Немировський Андрій Валентинович","Верховна Рада України","Народний депутат України","nacp_ae2764f1-351a-4a08-a6dc-e8362489236d","FALSE","2018-03-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ae2764f1-351a-4a08-a6dc-e8362489236d"
"Немиря Григорій Михайлович","Верховна Рада України","Народний депутат України","nacp_935fc7ad-16cc-4d6f-8471-08844e90fe2e","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_935fc7ad-16cc-4d6f-8471-08844e90fe2e"
"Нестеренко Вадим Григорович","Верховна Рада України","Народний депутат України","nacp_c5d8f14a-7d19-4c85-b048-b7add7db4f1a","TRUE","2018-04-02T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c5d8f14a-7d19-4c85-b048-b7add7db4f1a"
"Нечаєв Олександр Ігоревич","Верховна Рада України","Народний депутат України","nacp_45c15f25-584e-4cc1-adb8-9f9747b22946","FALSE","2018-03-05T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_45c15f25-584e-4cc1-adb8-9f9747b22946"
"Ничипоренко Валентин Миколайович","Верховна Рада України","Народний депутат України","nacp_436eab5c-1756-4b52-bf68-d4aad8ecf526","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_436eab5c-1756-4b52-bf68-d4aad8ecf526"
"Німченко Василь Іванович","Верховна Рада України","народний депутат України","nacp_097769d9-0567-4355-b862-5e647dceafef","FALSE","2018-03-13T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_097769d9-0567-4355-b862-5e647dceafef"
"Новак Наталія Василівна","Верховна Рада України","Народний депутат України","nacp_8f683d55-2c74-40ce-84aa-767e25420c05","FALSE","2018-01-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8f683d55-2c74-40ce-84aa-767e25420c05"
"Новинський Вадим Владиславович","Верховна Рада України","Народний депутат","nacp_da4751c5-5375-45ed-865c-0327e4709f03","FALSE","2018-03-31T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_da4751c5-5375-45ed-865c-0327e4709f03"
"Одарченко Юрій Віталійович","Верховна Рада України","Народний депутат України","nacp_9da85edc-de54-45ce-bc5c-b88d671ac3f9","FALSE","2018-03-07T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9da85edc-de54-45ce-bc5c-b88d671ac3f9"
"Омельянович Денис Сергійович","Верховна Рада України","Народний депутат України ","nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf","FALSE","2018-02-27T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_36f4d93b-8a1d-47b7-ad24-2933b9c2a7cf"
"Онуфрик Богдан Семенович","Верховна Рада Украіни","народний депутат Украіни","nacp_392ccb74-6d35-4e49-921f-be3edd267460","TRUE","2018-04-04T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_392ccb74-6d35-4e49-921f-be3edd267460"
"Опанасенко Олександр Валерійович","Верховна Рада України","Народний депутат України","nacp_685b2aab-ce50-4b14-91f8-c4a342816552","FALSE","2018-02-19T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_685b2aab-ce50-4b14-91f8-c4a342816552"
"Остапчук Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_0eab2944-d1ce-4907-b962-21a84e43e526","FALSE","2018-02-12T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0eab2944-d1ce-4907-b962-21a84e43e526"
"Острікова Тетяна Георгіївна","Верховна Рада України","Народний депутат України, Голова підкомітету з питань митної справи та удосконалення Митного кодексу України Комітету ВРУ з питань податкової та митної політики","nacp_6adc7624-f80c-49bc-903f-3a6826d338fa","FALSE","2018-03-30T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6adc7624-f80c-49bc-903f-3a6826d338fa"
"Осуховський Олег Іванович","Верховна Рада України","Народний депутат України, член Комітету з питань запобігання і протидії корупції Верховної Ради України","nacp_bb21b550-1d6c-4065-9598-72ae53d39e44","FALSE","2018-03-23T00:00:00","Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bb21b550-1d6c-4065-9598-72ae53d39e44"
