"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Івахів Степан Петрович","Верховна Рада України","Народний депутат України","nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Івахів","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Степан","FALSE","salarymain","","","","","","1477509937251","","FALSE","j","","","41616002","ТОВ ""Вестера Груп""","","1522157174656","","Юридична особа, зареєстрована в Україні",8228,"","","Заробітна плата отримана за основним місцем роботи","1522157174656","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івахів Світлана Володимирівна","дружина"
"Івахів Степан Петрович","Верховна Рада України","Народний депутат України","nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Івахів","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Степан","FALSE","dividends","","","","","","1","","FALSE","j","","","33695095","ПАТ ""Банк інвестицій та заощаджень""","","1522141984694","","Юридична особа, зареєстрована в Україні",1293771,"","","Дивіденди","1522141984694","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івахів Степан Петрович",NA
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Івченко","FALSE","Євгенович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Вадим","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Апарату Верховної Ради України","","1521944093492","","Юридична особа, зареєстрована в Україні",248984,"","","Заробітна плата отримана за основним місцем роботи","1521944093492","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івченко Вадим Євгенович",NA
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Івченко","FALSE","Євгенович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Вадим","FALSE","other","","","","","","1","","FALSE","j","Кошти для компенсації вартості проїзду територією України","","20064120","Управління справами Апарату Верховної Ради України","","1521944522756","","Юридична особа, зареєстрована в Україні",38170,"","","Інше","1521944522756","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івченко Вадим Євгенович",NA
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Івченко","FALSE","Євгенович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Вадим","FALSE","other","","","","","","1","","FALSE","j","Кошти для компенсації вартості винайму готельного номера","","20064120","Управління справами Апарату Верховної Ради України","","1521944712490","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1521944712490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івченко Вадим Євгенович",NA
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Івченко","FALSE","Євгенович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Вадим","FALSE","presentmoney","","FALSE","","","","1","","FALSE","j","","","","","Івченко","1521945173099","Євгеній","Громадянин України",1500000,"","Іванович","Подарунок у грошовій формі","1521945173099","Власність","",NA,NA,"2","2","2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івченко Вадим Євгенович",NA
"Івченко Вадим Євгенович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Івченко","FALSE","Євгенович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d89aaa0d-772b-464c-9ac0-2d6218916e92","Вадим","FALSE","other","","","","","","1","","FALSE","j","Кошти пов'язані з виконанням депутатських повноважень","","20064120","Управління справами Апарату Верховної Ради України","","1521944378863","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1521944378863","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івченко Вадим Євгенович",NA
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","royalty","","","","","","1476985087793","","FALSE","j","","","37045487","ВГО ""Сінема""","","1476993513265","","Юридична особа, зареєстрована в Україні",1777,"","","Роялті","1476993513265","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","other","","","","","","1476985087793","","FALSE","j","Державна стипендія для підтримки видатних діячів у галузі культури","","37535703","Міністерство культури України","","1488452232374","","Юридична особа, зареєстрована в Україні",23245,"","","Інше","1488452232374","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","other","","FALSE","","","","1476985087793","","FALSE","j","","","","","Водоватов","1521902461212","Олег","Громадянин України",145000,"","Вікторович","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1521902461212","Власність","",NA,NA,NA,"2","2",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","pension","","","","","","1476985087793","","FALSE","j","","","40376133","управління Пенсійного фонду України в м. Києві","","1476992912313","","Юридична особа, зареєстрована в Україні",26651,"","","Пенсія","1476992912313","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфіменко Людмила Пилипівна","мати"
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Апарату Верховної Ради України","","1476992607796","","Юридична особа, зареєстрована в Україні",254987,"","","Заробітна плата отримана за основним місцем роботи","1476992607796","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іллєнко Андрій Юрійович",NA
"Іллєнко Андрій Юрійович","Верховна Рада України","Народний депутат України","nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Іллєнко","FALSE","Юрійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_56d48a8b-b2a3-4d64-949e-accc3c4f5e84","Андрій","FALSE","business","","","","","","1488450789678","","FALSE","1488450789678","","","","","","1521308069878","","",90000,"","","Дохід від зайняття підприємницькою діяльністю","1521308069878","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Свердел Анастасія Віталіївна","дружина"
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","salarymain","","","","","","1477658025753","","FALSE","j","","","36433483","ТОВ ""Торгівельна компанія ""БАЗІС""","","1490799581518","","Юридична особа, зареєстрована в Україні",48016,"","","Заробітна плата отримана за основним місцем роботи","1490799581518","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Олена Олександрівна","дружина"
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","other","","FALSE","","","","1","","FALSE","j","дохід від міни","","","","Тимошина ","1490799859349","Тетяна","Громадянин України",1440000,"","Валентинівна","Інше","1490799859349","Власність","",NA,NA,"2",NA,"2",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Артем Олександрович",NA
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","УПРАВЛІННЯ СПРАВАМИ ВЕРХОВНОЇ РАДИ УКРАЇНИ","","1490799274590","","Юридична особа, зареєстрована в Україні",246493,"","","Заробітна плата отримана за основним місцем роботи","1490799274590","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Артем Олександрович",NA
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","business","","","","","","1477658025753","","FALSE","1477658025753","","","","","","1490799744208","","",999000,"","","Дохід від зайняття підприємницькою діяльністю","1490799744208","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Олена Олександрівна","дружина"
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","other","","FALSE","","","","1","","FALSE","j","позика","","","","Тимошин","1522133723825","Володимир ","Громадянин України",2235877,"","Володимирович","Інше","1522133723825","Власність","",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Артем Олександрович",NA
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","FALSE","other","","FALSE","","","","1","","FALSE","j","дохід від міни","","","","Тимошина","1490799977493","Тетяна","Громадянин України",146433,"","Валентинівна","Інше","1490799977493",NA,NA,NA,NA,"2","2","2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ільюк Артем Олександрович",NA
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Іонова","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Марія","TRUE","salarymain","607 14th NW, Sweet 100, Washington D.C.,20005","","PBN Hill Knowlton Strategies","","942973862","1477485871786","ПіБіеН Хіл+Нолтон Стретеджіс","FALSE","j","","","","","","1477655271336","","Юридична особа, зареєстрована за кордоном",11398876,"607 14 Північно - західна вулиця 100, Вашінгтон, 20005","","Заробітна плата отримана за основним місцем роботи","1477655271336","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Василик Мирон Теодорович","чоловік"
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Іонова","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Марія","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Апарату Верховної Ради України","","1477648859959","","Юридична особа, зареєстрована в Україні",235263,"","","Заробітна плата отримана за основним місцем роботи","1477648859959","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іонова Марія Миколаївна",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","interest","","","","","","1","","FALSE","j","","","25959784","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СБЕРБАНК""","","1485629196596","","Юридична особа, зареєстрована в Україні",2397,"","","Проценти","1485629196596","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Юлій Якович",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","pension","","","","","","1","","FALSE","j","","","22869069","ГОЛОВНЕ УПРАВЛІННЯ ПЕНСІЙНОГО ФОНДУ УКРАЇНИ В МІСТІ КИЄВІ","","1485628975493","","Юридична особа, зареєстрована в Україні",166996,"","","Пенсія","1485628975493","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Юлій Якович",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","other","","","","","","1","","FALSE","j","відшкодування витрат, пов'язаних з виконанням депутатських повноважень","","20064120","УПРАВЛІННЯ СПРАВАМИ ВЕРХОВНОЇ РАДИ УКРАЇНИ","","1485629642507","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1485629642507","Інше право користування","Фінансування видатків, пов'язаних з депутатською діяльністю згідно Закону України ""Про статус народного депутата України""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Юлій Якович",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","interest","","","","","","1485626906449","","FALSE","j","","","23494714","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АЛЬФА-БАНК""","","1518004596917","","Юридична особа, зареєстрована в Україні",3516,"","","Проценти","1518004596917","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Любов Іванівна","дружина"
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","УПРАВЛІННЯ СПРАВАМИ ВЕРХОВНОЇ РАДИ УКРАЇНИ","","1485628864045","","Юридична особа, зареєстрована в Україні",251779,"","","Заробітна плата отримана за основним місцем роботи","1485628864045","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Юлій Якович",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","pension","","","","","","1485626906449","","FALSE","j","","","22869069","ГОЛОВНЕ УПРАВЛІННЯ ПЕНСІЙНОГО ФОНДУ УКРАЇНИ В МІСТІ КИЄВІ","","1485629595603","","Юридична особа, зареєстрована в Україні",58737,"","","Пенсія","1485629595603","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Любов Іванівна","дружина"
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","interest","","","","","","1","","FALSE","j","","","23494714","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АЛЬФА-БАНК""","","1485629098540","","Юридична особа, зареєстрована в Україні",162124,"","","Проценти","1485629098540","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Юлій Якович",NA
"Іоффе Юлій Якович","Верховна рада України","Народний депутат України, член комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_d74f23fd-90bd-42f5-8249-91e977336607","Іоффе","FALSE","Якович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d74f23fd-90bd-42f5-8249-91e977336607","Юлій","FALSE","interest","","","","","","1485626906449","","FALSE","j","","","25959784","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СБЕРБАНК""","","1485629422093","","Юридична особа, зареєстрована в Україні",75707,"","","Проценти","1485629422093","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іоффе Любов Іванівна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","presentmoney","","FALSE","","","","1490192219121","","FALSE","j","","","","","Кальник ","1522064906758","Віра","Громадянин України",4000000,"","Пантелеймонівна","Подарунок у грошовій формі","1522064906758","Власність","",NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1490192219121","","FALSE","j","Повернута зворотньо-фінансова допомога","","39843690","ТОВ ""Готель Галерея""","","1522065835968","","Юридична особа, зареєстрована в Україні",544000,"","","Інше","1522065835968","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1","","FALSE","j","Відшкодування витрат, пов'язаних з виконанням депутатських повноважень","","20064120","Управління справами Апарату Верховної ради України","","1522064057934","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1522064057934","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1490192219121","","FALSE","j","Повернута зворотньо- фінансова допомога","","30336314","ТОВ ""Біпол""","","1522065578728","","Юридична особа, зареєстрована в Україні",442000,"","","Інше","1522065578728","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","interest","","","","","","1490192219121","","FALSE","j","","","14360570","ПАТ КБ ""Приват банк""","","1490793604097","","Юридична особа, зареєстрована в Україні",1464,"","","Проценти","1490793604097","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкіна Юлія Олексіївна","дружина"
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","FALSE","","","","1","","FALSE","j","","","","","Вовк ","1522070077994","Марина","Громадянин України",299660,"","Анатоліївна","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1522070077994","Власність","",NA,NA,"2","2","2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","FALSE","other","","","","","","1","","FALSE","j","компенсація вартості проїзду","","20064120","Апараи Верховної ради України","","1522063912460","","Юридична особа, зареєстрована в Україні",38170,"","","Інше","1522063912460","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Іщейкін Костянтин Євгенович",NA
