"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","insurance","","","","","","1477406982051","","FALSE","j","","","20344871","ПрАТ ""Страхова компанія ""БРОКБІЗНЕС""","","1477556326329","","Юридична особа, зареєстрована в Україні",26680,"","","Страхові виплати","1477556326329","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1","","FALSE","j","","","00039019","ПАТ ""УКРСОЦБАНК""","","1477554741357","","Юридична особа, зареєстрована в Україні",10256582,"","","Проценти","1477554741357","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","saleestate","","FALSE","","","","1","","FALSE","j","","","","","Буряк","1519739520603","Олександр","Громадянин України",876100,"","Васильович","Дохід від відчуження нерухомого майна","1519739520603","Власність","",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1","","FALSE","j","","","14360570","ПАТ КБ ""ПРИВАТБАНК""","","1477554698957","","Юридична особа, зареєстрована в Україні",1236,"","","Проценти","1477554698957","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","interest","","","","","","1477406982051","","FALSE","j","","","00039019","ПАТ ""УКРСОЦБАНК""","","1477557101690","","Юридична особа, зареєстрована в Україні",529079,"","","Проценти","1477557101690","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","insurance","","","","","","1","","FALSE","j","","","20344871","ПрАТ ""Страхова компанія ""БРОКБІЗНЕС""","","1477554850772","","Юридична особа, зареєстрована в Україні",5903,"","","Страхові виплати","1477554850772","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","saleestate","","FALSE","","","","1","","FALSE","j","","","","","Буряк","1521882907771","Олександр","Громадянин України",52062000,"","Васильович","Дохід від відчуження нерухомого майна","1521882907771","Власність","",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","presentmoney","","","","","","1477406982051","","FALSE","1","","","","","","1477557196234","","",11210127,"","","Подарунок у грошовій формі","1477557196234","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Світлана Вікторівна","дружина"
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","saleestate","","FALSE","","","","1","","FALSE","j","","","","","Буряк","1519739388718","Олександр","Громадянин України",5600880,"","Васильович","Дохід від відчуження нерухомого майна","1519739388718","Власність","",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","other","","","","","","1","","FALSE","j","Відшкодування витрат, що пов'язані з виконанням депутатських повноважень","","20064120","Управління справами Верховної Ради України","","1477555209513","","Юридична особа, зареєстрована в Україні",252825,"","","Інше","1477555209513","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Хомутиннік Віталій Юрійович","Верховна Рада України","Народний депутат України","nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Хомутиннік","FALSE","Юрійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_82d09e1b-b708-4371-a92d-e026f9de58de","Віталій","FALSE","dividends","","","","","","1","","FALSE","j","","","35676886","ПАТ ЗНКІФ ""КАСКАД-ІНВЕСТ""","","1477554895476","","Юридична особа, зареєстрована в Україні",50319058,"","","Дивіденди","1477554895476","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Хомутиннік Віталій Юрійович",NA
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Чекіта","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Геннадій","FALSE","salarymain","","","","","","1","","FALSE","1","","","","","","1489739710831","","",251135,"","","Заробітна плата отримана за основним місцем роботи","1489739710831","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Чекіта","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Геннадій","FALSE","interest","","","","","","1","","FALSE","1","","","","","","1489739845224","","",754229,"","","Проценти","1489739845224","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA
"Чекіта Геннадій Леонідович","Верховна Рада України","Народний депутат України","nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Чекіта","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_47571a7b-cb3d-4112-b6d1-8fda4935f741","Геннадій","FALSE","other","","FALSE","","","","1","","FALSE","j","","","","","Кузьміна ","1520857329477","Ельміра","Громадянин України",100000,"","Максимівна","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1520857329477","Власність","",NA,NA,"2",NA,"2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чекіта Геннадій Леонідович",NA
"Чепинога Віталій Михайлович","Верховна Рада України","Народний депутат України","nacp_2554137f-18ec-4317-abe3-ea8289407b84","Чепинога","FALSE","Михайлович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2554137f-18ec-4317-abe3-ea8289407b84","Віталій","FALSE","salarymain","","","","","","1476699056889","","FALSE","j","","","407453926515","ТОВ ""Аллалін""","","1490764530191","","Юридична особа, зареєстрована в Україні",80751,"","","Заробітна плата отримана за основним місцем роботи","1490764530191","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Чепинога Дарина Віталіївна","дочка"
