"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","costDateOrigin_extendedstatus","otherObjectType","iteration","person","costDateOrigin","owningDate","descriptionObject","objectType","object_id","ownershipType","otherOwnership","percent.ownership","owningDate_extendedstatus","descriptionObject_extendedstatus","declarant","subjectRelation"
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565270600","1","",2006-03-17,"Книга ""Нація. Одкровення.""","Авторське право","1479565270600","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566484213","1","",2015-10-01,"Книга ""Солодка Даруся"", у перекладі італійською мовою","Авторське право","1479566484213","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567918320","1","",2008-11-11,"Театральна вистава Івано-Франківського драмтеатру ""Солодка Даруся""","Авторське право","1479567918320","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565010069","1","",2009-08-31,"Книга ""Кулінарні фіґлі""","Авторське право","1479565010069","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567434751","1","",2006-04-01,"Книга ""Нація"", у перекладі польською мовою","Авторське право","1479567434751","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479568842452","1","",2015-03-18,"Театральна вистава Національного театру імені І.Франка та Херсонського муз-драм театру імені М.Куліша ""Не плачте за мною ніколи""","Авторське право","1479568842452","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567116341","1","",2011-12-01,"Книга ""Апокаліпсис"", у перекладі англійською мовою","Авторське право","1479567116341","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565561889","1","",2003-06-16,"Книга ""Бульварний роман""","Авторське право","1479565561889","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565492234","1","",2003-10-01,"Книга ""Фуршет"" від Марії Матіос""","Авторське право","1479565492234","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479568348905","1","",2010-04-10,"Театральна вистава Івано-Франківського драмтеатру ""Нація""","Авторське право","1479568348905","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565431156","1","",2004-07-01,"Книга ""Солодка Даруся""","Авторське право","1479565431156","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567527837","1","",2008-03-15,"Театральна вистава Чернівецького музично-драматичного театру ім. О.Кобилянської ""Солодка Даруся"".","Авторське право","1479567527837","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Мацола Роман Миколайович","Верховна Рада України","Народний депутат","nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Мацола","FALSE","Миколайович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Роман",NA,"","1518536970679","1","100",2007-08-27,"Знак для товарів і послуг ""Карпатська роса""","Торгова марка чи комерційне найменування","1518536970679","Власність","",NA,NA,NA,"Мацола Роман Миколайович",NA
