"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","costDateOrigin_extendedstatus","otherObjectType","iteration","person","costDateOrigin","owningDate","descriptionObject","objectType","object_id","ownershipType","otherOwnership","percent.ownership","owningDate_extendedstatus","descriptionObject_extendedstatus","declarant","subjectRelation"
"Лівік Олександр Петрович","Верховна рада України","Народний депутат України ","nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045","Лівік","FALSE","Петрович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045","Олександр","2","","1477659023987","1","",2011-09-12,"Промисловий зразок - Пляшка","Промисловий зразок","1477659023987","Власність","",NA,NA,NA,"Лівік Олександр Петрович",NA
"Лівік Олександр Петрович","Верховна рада України","Народний депутат України ","nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045","Лівік","FALSE","Петрович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c9fd33c4-9e5f-43ee-842b-97b53a796045","Олександр","2","","1490812215055","1477637868214","",2016-02-25,"Знак для товарів і послуг ""Бель Фор""","Торгова марка чи комерційне найменування","1490812215055","Спільна власність","",NA,NA,NA,"Лівік Катерина  Вікентіївна","дружина"
"Лук'янчук Руслан Валерійович","Верховна Рада України","Народний депутат України","nacp_f1433cae-3a23-4fc8-af39-14ab9b368eb5","Лук'янчук","FALSE","Валерійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f1433cae-3a23-4fc8-af39-14ab9b368eb5","Руслан","2","","1522327325205","1","",2017-06-06,"Дисертація на здобуття наукового ступеня кандидата наук з державного управління","Авторське право","1522327325205","Власність","",NA,NA,NA,"Лук'янчук Руслан Валерійович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","0","","1477760105676","1","12000",2014-02-07,"Знак для товарів та послуг ""НОВА УКРАЇНА"", Свідоцтво № 115893","Торгова марка чи комерційне найменування","1477760105676","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1521650233296","1","",2017-08-10,"Знак для товарів та послуг, Свідоцтво №230325","Торгова марка чи комерційне найменування","1521650233296","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760489625","1","",2014-09-16,"Знак для товарів та послуг, Свідоцтво № 207605","Торгова марка чи комерційне найменування","1477760489625","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760464017","1","",2014-09-16,"Знак для товарів та послуг, Свідоцтво № 207604","Торгова марка чи комерційне найменування","1477760464017","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760427206","1","",2014-09-16,"Знак для товарів та послуг ""Фонд Сергея Левочкина"", Свідоцтво № 207603","Торгова марка чи комерційне найменування","1477760427206","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","0","","1477760278243","1","12000",2014-02-07,"Знак для товарів та послуг ""НОВАЯ УКРАИНА"", Свідоцтво № 115895","Торгова марка чи комерційне найменування","1477760278243","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760373017","1","",2014-02-07,"Знак для товарів та послуг, Свідоцтво № 132004","Торгова марка чи комерційне найменування","1477760373017","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1521650339058","1","",2017-08-28,"Знак для товарів та послуг, Свідоцтво №231059","Торгова марка чи комерційне найменування","1521650339058","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1521650283174","1","",2017-08-28,"Знак для товарів та послуг, Свідоцтво №231049","Торгова марка чи комерційне найменування","1521650283174","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760400768","1","",2014-09-16,"Знак для товарів та послуг ""Фонд Сергія Льовочкіна"", Свідоцтво № 207602","Торгова марка чи комерційне найменування","1477760400768","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1521650115993","1","",2017-08-31,"Знак для товарів та послуг, Свідоцтво №230324","Торгова марка чи комерційне найменування","1521650115993","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","0","","1477760312602","1","12000",2014-02-07,"Знак для товарів та послуг, Свідоцтво № 141009","Торгова марка чи комерційне найменування","1477760312602","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Льовочкін Сергій Володимирович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань національної безпеки і оборони ","nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Льовочкін","TRUE","Володимирович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ed3c9066-0d6f-4f35-9dc7-ce5ff9a8958c","Сергій","2","","1477760340536","1","",2014-02-07,"Знак для товарів та послуг, Свідоцтво № 202750","Торгова марка чи комерційне найменування","1477760340536","Власність","",NA,NA,NA,"Льовочкін Сергій Володимирович",NA
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Маркевич","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Ярослав","2","","1477756839192","1","",2010-05-11,"шампунь для миття волосся","Винахід","1477756839192","Спільна власність","",NA,NA,NA,"Маркевич Ярослав Володимирович",NA
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Маркевич","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Ярослав","2","","1477757199222","1","",2010-03-10,"шампунь для миття волосся","Корисна модель","1477757199222","Спільна власність","",NA,NA,NA,"Маркевич Ярослав Володимирович",NA
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Маркевич","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Ярослав","2","","1478253548130","1","",2010-12-27,"зображення знака ","Торгова марка чи комерційне найменування","1478253548130","Спільна власність","",NA,NA,NA,"Маркевич Ярослав Володимирович",NA
"Мартиняк Сергій Васильович","Верховна Рада України","Народний депутат УКраїни","nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Мартиняк","FALSE","Васильович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_31e8d4f4-bcf7-423b-9ae8-e4582a512045","Сергій","2","",NA,"1","",2013-08-27,"Знак для товарів і послуг № 174606 ""Благодійний фонд Сергія Мартиняка ""Європейський вектор""","Торгова марка чи комерційне найменування","1477026751008","Власність","",NA,NA,NA,"Мартиняк Сергій Васильович",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565809138","1","",2007-08-29,"Книга ""Жіночий аркан у саду нетерпіння""","Авторське право","1479565809138","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565093208","1","",2013-08-02,"Книга ""Москалиця. Мама Маріца - дружина Христофора Колумба""","Авторське право","1479565093208","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565629105","1","",2001-01-20,"Книга ""Життя коротке""","Авторське право","1479565629105","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479568490208","1","",2013-04-01,"Вистава театральної групи ""Кодрант"" ""Мама Маріца - дружина Христофора Колумба.""","Авторське право","1479568490208","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566858953","1","",2014-11-17,"Книга, у перекладі російською мовою ""Черевички Божьей Матери""","Авторське право","1479566858953","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566092806","1","",1996-05-01,"Книга ""На Миколая""","Авторське право","1479566092806","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566389309","1","",1982-09-09,"Книга ""З трави і листя""","Авторське право","1479566389309","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564538720","1","",2013-07-31,"Книга ""Черевички Божої Матері""","Авторське право","1479564538720","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567375318","1","",2007-08-01,"Книга, у перекладі російською мовою ""Нация""","Авторське право","1479567375318","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565338899","1","",2006-03-01,"Книга ""Містер і місіс Ю в країні укрів""","Авторське право","1479565338899","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1489528941224","1","",2015-01-01,"Тізер фільму ""Солодка Даруся""","Авторське право","1489528941224","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479568994498","1","",2015-06-13,"Вистава камерного театру ""Жуки"" ""Одкровення Іванки""","Авторське право","1479568994498","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564855436","1","",2010-08-19,"Книга ""Вирвані сторінки з автобіографії""","Авторське право","1479564855436","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566776826","1","",2013-01-01,"Книга ""Солодка Даруся"", у перекладі німецькою мовою","Авторське право","1479566776826","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566027465","1","",2001-07-06,"Книга ""Жіночий аркан""","Авторське право","1479566027465","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567291733","1","",2010-03-01,"Книга ""Солодка Даруся"", у перекладі польською мовою","Авторське право","1479567291733","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566138793","1","",1995-03-03,"Книга ""Десять дек морозної води""","Авторське право","1479566138793","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564483807","1","",2015-07-28,"Книга ""Приватний щоденник. Майдан. Війна""","Авторське право","1479564483807","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564788533","1","",2011-09-17,"Книга ""Армагедон уже відбувся""","Авторське право","1479564788533","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566209073","1","",1994-01-14,"Книга ""Сад нетерпіння""","Авторське право","1479566209073","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567025097","1","",2015-03-01,"Книга ""Солодка Даруся"", у перекладі французькою мовою","Авторське право","1479567025097","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564923885","1","",2009-08-01,"Книга ""Чотири пори життя""","Авторське право","1479564923885","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566933706","1","",2013-05-01,"Книга ""Солодка Даруся"", у перекладі литовською мовою","Авторське право","1479566933706","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566624739","1","",2015-03-01,"Книга ""Черевички Божої Матері"", у перекладі німецькою мовою ","Авторське право","1479566624739","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1518088255504","1","",2017-01-01,"Театральна вистава Зеленогурського культурного центру ""Солодка"" за романом ""Солодка Даруся"" (Польща)","Авторське право","1518088255504","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566706983","1","",2014-03-14,"Книга ""Солодка Даруся"", у перекладі німецькою мовою","Авторське право","1479566706983","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479567202091","1","",2010-08-01,"Книга ""Майже ніколи не навпаки"", у перекладі англійською мовою ","Авторське право","1479567202091","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565391333","1","",2005-12-01,"Книга ""Щоденник страченої""","Авторське право","1479565391333","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479564723470","1","",2011-06-01,"Книга ""Вибране""","Авторське право","1479564723470","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565754655","1","",2001-06-02,"Книга ""Нація""","Авторське право","1479565754655","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479565172169","1","",2007-07-26,"Книга ""Майже ніколи не навпаки""","Авторське право","1479565172169","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479569098148","1","",2015-10-21,"Театральна вистава Чернігівського муз-драмтеатру імені Т. Шевченка ""Не плачте за мною ніколи""","Авторське право","1479569098148","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479568430204","1","",2012-09-15,"Театральна вистава Івано-Франківського драмтеатру ""Майже ніколи не навпаки""","Авторське право","1479568430204","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479566347494","1","",1986-07-10,"Книга ""Вогонь живиці""","Авторське право","1479566347494","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
"Матіос Марія Василівна","Верховна Рада України","Народний депутат України","nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Матіос","TRUE","Василівна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cee64841-891c-4d98-aa7a-7f8772d7aa2b","Марія","2","","1479569234901","1","",2016-05-27,"Театральна постановка кафедри сценічного та аудіовізуального мистецтва Національної академії керівних кадрів культури ""Я була живою...""","Авторське право","1479569234901","Власність","",NA,NA,NA,"Матіос Марія Василівна",NA
