"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","objectName","iteration","reestrCode","objectType","object_id","unitName","unitType"
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Благодійна організація ""Благодійний фонд Андрія Кісельова""","1485348719422","40578988","Благодійна організація","1485348719422","Загальні збори учасників","Керівні органи"
"Березюк Олег Романович","Верховна Рада України","Народний депутат України","nacp_dff31b40-ce62-46c6-849e-92e81692510a","Березюк","FALSE","Романович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dff31b40-ce62-46c6-849e-92e81692510a","Олег","ГРОМАДСЬКА ОРГАНІЗАЦІЯ "" ОБ'ЄДНАННЯ ""САМОПОМІЧ""","1477232052149","33982118","Громадське об’єднання","1477232052149",NA,NA
"Березюк Олег Романович","Верховна Рада України","Народний депутат України","nacp_dff31b40-ce62-46c6-849e-92e81692510a","Березюк","FALSE","Романович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dff31b40-ce62-46c6-849e-92e81692510a","Олег","Громадська організація ""Інститут Просвіти""","1521920599478","41630734","Громадське об’єднання","1521920599478",NA,NA
"Березюк Олег Романович","Верховна Рада України","Народний депутат України","nacp_dff31b40-ce62-46c6-849e-92e81692510a","Березюк","FALSE","Романович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dff31b40-ce62-46c6-849e-92e81692510a","Олег","ЛЬВІВСЬКА МІСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""РЕСУРСНО-КАДРОВИЙ ЦЕНТР""","1477231207926","37919872","Громадське об’єднання","1477231207926",NA,NA
"Березюк Олег Романович","Верховна Рада України","Народний депутат України","nacp_dff31b40-ce62-46c6-849e-92e81692510a","Березюк","FALSE","Романович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_dff31b40-ce62-46c6-849e-92e81692510a","Олег","Громадська організація ""Інститут Просвіти""","1521921935892","41630734","Громадське об’єднання","1521921935892","Наглядова рада","Наглядові органи"
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ФОНД ОЛЕКСАНДРА ВІЛКУЛА ""УКРАЇНСЬКА ПЕРСПЕКТИВА""","1477498996814","39260741","Громадське об’єднання","1477498996814",NA,NA
"Лозовой Андрій Сергійович","Управління справами Верховної Ради України","Народний депутат України, Секретар комітету","nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Лозовой","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Андрій","Радикальна партія Олега Ляшка","1477751745648","37279703","Громадське об’єднання","1477751745648",NA,NA
"Лозовой Андрій Сергійович","Управління справами Верховної Ради України","Народний депутат України, Секретар комітету","nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Лозовой","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Андрій","Комітет визволення політв'язнів","1477751913360","00000000","Громадське об’єднання","1477751913360",NA,NA
"Лозовой Андрій Сергійович","Управління справами Верховної Ради України","Народний депутат України, Секретар комітету","nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Лозовой","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e23f3ad1-b4d8-40fb-af24-56840d6d55e8","Андрій","Радикальна партія Олега Ляшка","1477752225256","37279703","Громадське об’єднання","1477752225256","заступник Лідера партії, член Президії Політичної ради партії","Керівні органи"
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Іонова","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Марія","політична партія ""Блок Петра Порошенка ""Солідарність""","1477652775651","21715714","Громадське об’єднання","1477652775651",NA,NA
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Іонова","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Марія","Асоціація випускників ""Аспен-Украіна""","1477652713197","37313251","Громадське об’єднання","1477652713197",NA,NA
"Лаврик Олег Васильович","Верховна Рада України","Народний депутат України","nacp_257570df-5119-4312-81f6-9af483f7c7a4","Лаврик","FALSE","Васильович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_257570df-5119-4312-81f6-9af483f7c7a4","Олег","Інститут просвіти","1519722979453","41630734","Громадське об’єднання","1519722979453",NA,NA
"Лаврик Олег Васильович","Верховна Рада України","Народний депутат України","nacp_257570df-5119-4312-81f6-9af483f7c7a4","Лаврик","FALSE","Васильович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_257570df-5119-4312-81f6-9af483f7c7a4","Олег","Львівська міська Громадська організація Ресурсно-кадровий центр",NA,"37919872","Громадське об’єднання","1476260700671",NA,NA
"Лаврик Олег Васильович","Верховна Рада України","Народний депутат України","nacp_257570df-5119-4312-81f6-9af483f7c7a4","Лаврик","FALSE","Васильович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_257570df-5119-4312-81f6-9af483f7c7a4","Олег","Громадська організація Об'єднання САМОПОМІЧ",NA,"33982118","Громадське об’єднання","1476258811955",NA,NA
"Люшняк Микола Володимирович","Верховна Рада України","Народний депутат України","nacp_6e572211-b40c-4cfb-8ee8-f9a993ebc36b","Люшняк","FALSE","Володимирович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6e572211-b40c-4cfb-8ee8-f9a993ebc36b","Микола","Благодійна організація МІЖНАРОДНИЙ БЛАГОДІЙНИЙ ФОНД ПЕРЛИНА ГАЛИЧИНИ","1522399371732","39663083","Благодійна організація","1522399371732",NA,NA
"Кривошея Геннадій Григорович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_85762bb9-0bb7-4762-880a-72d849184b42","Кривошея","TRUE","Григорович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85762bb9-0bb7-4762-880a-72d849184b42","Геннадій","Всеукраїнська громадська організація ""ЗА ЧЕСНІ ВИБОРИ""","1476368167730","33886241","Громадське об’єднання","1476368167730",NA,NA
"Кривошея Геннадій Григорович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_85762bb9-0bb7-4762-880a-72d849184b42","Кривошея","TRUE","Григорович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85762bb9-0bb7-4762-880a-72d849184b42","Геннадій","Громадська спілка ""Всеукраїнська спілка інвалідів ""Соціальний стоковий центр""","1476369667608","39599067","Громадське об’єднання","1476369667608",NA,NA
"Кривенко Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Кривенко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Віктор","Благодійний фонд КОЛО","1477767685731","38813073","Благодійна організація","1477767685731",NA,NA
"Кривенко Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Кривенко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Віктор","Громадська організація Всеукраїнська громадська організація ""КОЛО""","1477675600044","36483031","Громадське об’єднання","1477675600044",NA,NA
"Кривенко Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Кривенко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Віктор","МОЛОДІЖНА ОРГАНІЗАЦІЯ ""ПЛАСТ-НАЦІОНАЛЬНА СКАУТСЬКА ОРГАНІЗАЦІЯ УКРАЇНИ""","1490885095565","14360127","Громадське об’єднання","1490885095565",NA,NA
"Кривенко Віктор Миколайович","Верховна Рада України","народний депутат України","nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Кривенко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfdbea9f-3484-4ff4-9f10-d07c302d0c9b","Віктор","МОЛОДІЖНА ОРГАНІЗАЦІЯ ""ПЛАСТ-НАЦІОНАЛЬНА СКАУТСЬКА ОРГАНІЗАЦІЯ УКРАЇНИ""","1490885137129","14360127","Громадське об’єднання","1490885137129","Опікунська рада","Наглядові органи"
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","ЄСКЦ""Гілель""",NA,"24578672","Громадське об’єднання","1477321984157",NA,NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","ЄСКЦ ""Гілель""",NA,"24578672","Громадське об’єднання","1477322263830","Борд","Наглядові органи"
"Зубач Любомир Львович","Верховна Рада України","Народний депутат України","nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Зубач","TRUE","Львович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Любомир","МГО ""Інститут інформаційного права""","1477630122317","33710956","Громадське об’єднання","1477630122317",NA,NA
"Зубач Любомир Львович","Верховна Рада України","Народний депутат України","nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Зубач","TRUE","Львович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Любомир","Громадська організація ""Інститут розвитку міста""","1477724566811","23954067","Благодійна організація","1477724566811","Правління","Керівні органи"
"Зубач Любомир Львович","Верховна Рада України","Народний депутат України","nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Зубач","TRUE","Львович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Любомир","Громадська організація ""Асоціація медіа-юристів Львівщини""","1477724156740","33665851","Громадське об’єднання","1477724156740","Правління","Керівні органи"
"Зубач Любомир Львович","Верховна Рада України","Народний депутат України","nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Зубач","TRUE","Львович",2018-04-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e803dd9b-20f4-4b1a-9f49-b43ffceb5086","Любомир","Громадська організація ""Інститут просвіти""","1522251463928","41630734","Громадське об’єднання","1522251463928","Виконавчий директор ","Керівні органи"
"Констанкевич Ірина Мирославівна","Верховна Рада Україні","Народний депутат","nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Констанкевич","TRUE","Мирославівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bdb8f520-2812-4876-95b1-7434ba7bcb26","Ірина","Фонд Ігоря Палиці ""Тільки разом""","1477749326847","37751619","Благодійна організація","1477749326847","Правління","Керівні органи"
"Мацола Роман Миколайович","Верховна Рада України","Народний депутат","nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Мацола","FALSE","Миколайович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Роман","""ГРОМАДЯНСЬКА ІНІЦІАТИВА РОМАНА МАЦОЛИ ""ІНСТИТУТ СОЛІДАРНОСТІ ГРОМАД""","1518535809640","39902661","Громадське об’єднання","1518535809640",NA,NA
"Мацола Роман Миколайович","Верховна Рада України","Народний депутат","nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Мацола","FALSE","Миколайович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Роман","Об'єднання співвласників багатоквартирного будинку ""Люкс Плюс""","1518535902368","37123109","Громадське об’єднання","1518535902368",NA,NA
"Мацола Роман Миколайович","Верховна Рада України","Народний депутат","nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Мацола","FALSE","Миколайович",2018-02-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cf0a16ba-c4b4-4bf9-a82f-245cc05d986e","Роман","""ГРОМАДЯНСЬКА ІНІЦІАТИВА РОМАНА МАЦОЛИ ""ІНСТИТУТ СОЛІДАРНОСТІ ГРОМАД""","1518535960782","39902661","Громадське об’єднання","1518535960782","Правління","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Асоціація ""Інноваційний розвиток України"" (АИРУ)","1477550867024","39316521","Саморегулівне чи самоврядне професійне об’єднання","1477550867024",NA,NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Міжнародна благодійна Фундація лікаря Бєрсєнєва","1516697437280","26408951","Благодійна організація","1516697437280",NA,NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Українське товариство фінансових аналітиків","1477551035701","23497300","Громадське об’єднання","1477551035701",NA,NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Українська асоціація Римського клубу","1489158912035","33636930","Громадське об’єднання","1489158912035",NA,NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Радикальна Партія Олега Ляшка","1477550762578","37279703","Громадське об’єднання","1477550762578",NA,NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Українська асоціація Римського клубу","1489400597899","33636930","Громадське об’єднання","1489400597899","Президент","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Українське товариство фінансових аналітиків","1477551946827","23497300","Громадське об’єднання","1477551946827","Член виконавчого комітету","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Радикальна Партія Олега Ляшка","1477551372104","37279703","Громадське об’єднання","1477551372104","Заступник Лідера Партії","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Асоціація ""Інноваційний розвиток України"" (АИРУ)","1477551569777","39316521","Саморегулівне чи самоврядне професійне об’єднання","1477551569777","Президент","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Радикальна Партія Олега Ляшка","1477558346341","37279703","Громадське об’єднання","1477558346341","Член Політичної ради","Керівні органи"
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Радикальна Партія Олега Ляшка","1477558188454","37279703","Громадське об’єднання","1477558188454","Член Президії Політичної ради","Керівні органи"
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","Львівський обласний осередок ГО ""Фронт Змін""",NA,"37278170","Громадське об’єднання","1476877557240",NA,NA
"Кадикало Микола Олегович","Верховна Рада України","народний депутат України, Голова підкомітету Комітету з питань транспорту","nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Кадикало","FALSE","Олегович",2018-03-14,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5831ff20-af0b-4ea3-984b-44064996bc7c","Микола","Львівський обласний осередок ГО ""Фронт Змін""",NA,"37278170","Громадське об’єднання","1476877614409","Член ревізійної комісії","Ревізійні органи"
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ПАРТІЯ МИКОЛАЇВЦІВ""","1477660818247","39273682","Громадське об’єднання","1477660818247",NA,NA
"Ільюк Артем Олександрович","Верховна Рада України","Народний депутат України","nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Ільюк","FALSE","Олександрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6ceeba3c-54a4-4f15-bbfb-5bf1d87ab794","Артем","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ПАРТІЯ МИКОЛАЇВЦІВ""","1477660859814","39273682","Громадське об’єднання","1477660859814","Керівник","Керівні органи"
"Бєлькова Ольга Валентинівна","Верховна Рада України ","народний депутат України ","nacp_8aa92273-c805-4b6a-af9c-4e6f612d41a7","Бєлькова","FALSE","Валентинівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8aa92273-c805-4b6a-af9c-4e6f612d41a7","Ольга","The Parliamentary Network on the World Bank & International Monetary Fund (the Parliamentary Network) ","1522149166400","000000000","Саморегулівне чи самоврядне професійне об’єднання","1522149166400","Наглядова рада","Наглядові органи"
"Бєлькова Ольга Валентинівна","Верховна Рада України ","народний депутат України ","nacp_8aa92273-c805-4b6a-af9c-4e6f612d41a7","Бєлькова","FALSE","Валентинівна",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8aa92273-c805-4b6a-af9c-4e6f612d41a7","Ольга","EITI ","1490852260655","00000000","Саморегулівне чи самоврядне професійне об’єднання","1490852260655","Міжнародне Правління","Наглядові органи"
"Порошенко Олексій Петрович","Верховна рада України","Народний депутат України","nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42","Порошенко","FALSE","Петрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42","Олексій","Всеукраїнська благодійна організація ""Благодійний фонд Петра Порошенка""",NA,"21692539","Благодійна організація","1477558541769",NA,NA
"Порошенко Олексій Петрович","Верховна рада України","Народний депутат України","nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42","Порошенко","FALSE","Петрович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b0f19ef7-3071-4a13-9102-da4ec9ec1d42","Олексій","Всеукраїнська благодійна організація ""Благодійний фонд Петра Порошенка""","1487234585709","21692539","Благодійна організація","1487234585709","Правління всеукраїнської благодійної організації ""Благодійний фонд Петра Порошенка""","Керівні органи"
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","""Федерація змішаних єдиноборств ММА України""","1490811215126","36867551","Громадське об’єднання","1490811215126",NA,NA
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","""Київський інститут стратегічного розвитку""","1490811080895","36217274","Громадське об’єднання","1490811080895",NA,NA
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","""Київський інститут стратегічного розвитку""","1490811138444","36217274","Громадське об’єднання","1490811138444","Рада","Керівні органи"
"Велікін Олег Маркович","Верховна Рада України","Народний депутат України","nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Велікін","FALSE","Маркович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5b7b3da1-ac43-477b-9729-8ee72fe17f53","Олег","""Федерація змішаних єдиноборств ММА України""","1490811728936","36867551","Громадське об’єднання","1490811728936","Рада","Керівні органи"
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Маркевич","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Ярослав","ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ВСЕУКРАЇНСЬКОЇ МОЛОДІЖНОЇ ГРОМАДСЬКОЇ ОРГАНІЗАЦІЇ ""МОЛОДІЖНИЙ СОЮЗ НАША УКРАЇНА"", МОЛОДІЖНИЙ СОЮЗ НАША УКРАЇНА","1477656892843","34329541","Громадське об’єднання","1477656892843","керівник","Керівні органи"
"Маркевич Ярослав Володимирович","Верховна Рада України","Народний депутат України","nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Маркевич","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a6fbf7c-a5eb-4ea5-ae2c-49215630102a","Ярослав","ХАРКІВСЬКЕ МІСЬКЕ ОБ'ЄДНАННЯ ""НОВИЙ ХАРКІВ-НОВІ МОЖЛИВОСТІ"", ХМО ""НОВИЙ ХАРКІВ-НОВІ МОЖЛИВОСТІ""","1477657075243","26107422","Громадське об’єднання","1477657075243","засновник","Керівні органи"
"Мосійчук Ігор Володимирович","Верховна Рада України","народний депутат України","nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3","Мосійчук","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3","Ігор","Радикальна партія Олега Ляшка","1477749225890","37279703","Громадське об’єднання","1477749225890",NA,NA
"Мосійчук Ігор Володимирович","Верховна Рада України","народний депутат України","nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3","Мосійчук","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b307bbf1-2d12-4a6f-a0b7-10aea0c9c5c3","Ігор","Радикальна партія Олега Ляшка","1477749084030","37279703","Громадське об’єднання","1477749084030","Заступник Голови, член Президії","Керівні органи"
"Дідич Валентин Володимирович","Верховна Рада України","Народний депутат України","nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Дідич","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Валентин","Політична партія Українське об""єднання патріотів УКРОП","1477409022258","39479782","Громадське об’єднання","1477409022258",NA,NA
"Дідич Валентин Володимирович","Верховна Рада України","Народний депутат України","nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Дідич","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Валентин","Політична партія Українське об""єднання патріотів УКРОП","1490802659520","39479782","Громадське об’єднання","1490802659520","Політична рада партії","Керівні органи"
"Дідич Валентин Володимирович","Верховна Рада України","Народний депутат України","nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Дідич","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_0dea0630-e200-4b45-9d80-a09fd11a088b","Валентин","Політична партія Українське об""єднання патріотів УКРОП","1490802599924","39479782","Громадське об’єднання","1490802599924","Президія партії","Керівні органи"
